INSTNM,CITY,STABBR,CONTROL,ADM_RATE,SAT_AVG,TUITFTE,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7,RET_FT4
Elmhurst College,Elmhurst,IL,2,0.718,1084,14793,0.7156,0.3198,18791.5,0.7402,0.021,42900,0.7821
Eureka College,Eureka,IL,2,0.6781,1053,13580,0.7931,0.3899,19000,0.6066,0.061,31500,0.641
Greenville College,Greenville,IL,2,0.657,1033,11504,0.7263,0.3668,16568,0.5049,0.067,34700,0.729
Hebrew Theological College,Skokie,IL,2,0.9299,1019,4231,0.0324,0.5171,5500,0.0484,0.053,25200,0.2182
Illinois College,Jacksonville,IL,2,0.6129,1024,10968,0.768,0.332,20000,0.6357,0.071,35000,0.8134
Illinois Institute of Technology,Chicago,IL,2,0.5697,1252,19094,0.4559,0.3167,22015,0.625,0.031,66600,0.8596
Illinois State University,Normal,IL,1,0.6892,1110,10026,0.6022,0.2557,18750,0.7162,0.04,40600,0.816
Illinois Wesleyan University,Bloomington,IL,2,0.5838,1241,19780,0.6299,0.1878,25000,0.7807,0.038,47400,0.8755
Judson University,Elgin,IL,2,0.7069,1045,12104,0.8301,0.4371,18245.5,0.5,0.06,37700,0.7226
Lake Forest College,Lake Forest,IL,2,0.5727,1157,15780,0.6707,0.3286,24000,0.6376,0.046,42700,0.8221
Lewis University,Romeoville,IL,2,0.5587,1088,15275,0.6674,0.3145,20000,0.6246,0.052,44600,0.8172
Lincoln Christian University,Lincoln,IL,2,0.6875,996,13726,0.7496,0.5156,18012,0.4667,0.083,29200,0.6712
Lincoln College,Lincoln,IL,2,0.8747,850,9803,0.7102,0.5998,9500,0.3676,0.097,27500,0.425
Loyola University Chicago,Chicago,IL,2,0.914,1195,22327,0.6567,0.299,22934,0.7101,0.046,46500,0.8541
MacMurray College,Jacksonville,IL,2,0.7488,964,13222,0.8336,0.5824,18000,0.384,0.16,32400,0.6712
McKendree University,Lebanon,IL,2,0.6289,1046,10561,0.5946,0.379,17613,0.4832,0.08,42900,0.7465
Millikin University,Decatur,IL,2,0.5512,1087,12527,0.761,0.3883,22000,0.5979,0.098,40200,0.7652
Monmouth College,Monmouth,IL,2,0.6431,1049,12890,0.8164,0.4428,22000,0.5827,0.077,36100,0.7588
North Central College,Naperville,IL,2,0.6365,1125,16358,0.6976,0.2388,20000,0.639,0.054,39900,0.788
North Park University,Chicago,IL,2,0.5234,1030,15687,0.7099,0.3695,18750,0.563,0.059,38800,0.8064
Northeastern Illinois University,Chicago,IL,1,0.5981,890,6847,0.3355,0.4823,11643.5,0.2034,0.067,33400,0.61
Northern Illinois University,Dekalb,IL,1,0.5613,1010,7618,0.6689,0.4297,16500,0.5095,0.094,39600,0.6646
Northwestern University,Evanston,IL,2,0.1532,1458,28590,0.3456,0.1416,18234,0.9419,0.013,73300,0.9769
Olivet Nazarene University,Bourbonnais,IL,2,0.8196,1105,10798,0.7045,0.3164,19802,0.5724,0.047,37800,0.7541
Quincy University,Quincy,IL,2,0.8859,1048,9165,0.717,0.4315,14000,0.5043,0.085,37900,0.6718
Rockford University,Rockford,IL,2,0.4097,1029,13521,0.9234,0.5272,18750,0.3947,0.085,37500,0.581
Roosevelt University,Chicago,IL,2,0.7878,1035,19952,0.6706,0.4208,18144,0.4144,0.079,41400,0.5832
Saint Xavier University,Chicago,IL,2,0.5054,1010,12927,0.7819,0.4879,19150,0.4714,0.058,42700,0.7548
School of the Art Institute of Chicago,Chicago,IL,2,0.7184,1065,28093,0.4835,0.252,19503,0.5404,0.091,30100,0.8188
Southern Illinois University-Carbondale,Carbondale,IL,1,0.7887,1032,9537,0.6109,0.4326,15245,0.4337,0.093,40000,0.6044
Southern Illinois University-Edwardsville,Edwardsville,IL,1,0.8419,1050,8030,0.6017,0.3565,14317,0.5041,0.06,40000,0.693
Trinity Christian College,Palos Heights,IL,2,0.9022,1053,17333,0.7533,0.341,21411,0.5816,0.06,39200,0.7433
Trinity International University-Illinois,Deerfield,IL,2,0.9372,1049,11132,0.8743,0.4805,20422,0.4545,0.078,38700,0.6943
University of Chicago,Chicago,IL,2,0.0881,1504,26409,0.2933,0.1419,17610,0.9268,0.014,80500,0.9934
University of Illinois at Chicago,Chicago,IL,1,0.714,1092,12091,0.4838,0.4906,14750,0.5669,0.042,50500,0.7978
University of Illinois at Springfield,Springfield,IL,1,0.5977,1085,6839,0.5521,0.3677,15000,0.4308,0.066,40100,0.7435
University of Illinois at Urbana-Champaign,Champaign,IL,1,0.6239,1303,13770,0.4097,0.2019,19399,0.838,0.035,52300,0.9306
University of St Francis,Joliet,IL,2,0.5141,1070,15719,0.7678,0.3653,21000,0.5657,0.036,46100,0.7909
Western Illinois University,Macomb,IL,1,0.5931,970,7597,0.7025,0.4278,17729,0.561,0.072,38000,0.6338
Wheaton College,Wheaton,IL,2,0.6871,1318,18657,0.5068,0.2097,21179,0.8672,0.012,38900,0.9447
Anderson University,Anderson,IN,2,0.5545,1053,12680,0.7139,0.3358,23000,0.5678,0.043,35200,0.734
Ball State University,Muncie,IN,1,0.6054,1053,7383,0.6139,0.3463,18686,0.5938,0.081,35600,0.7838
Bethel College-Indiana,Mishawaka,IN,2,0.7158,1047,13453,0.7918,0.5169,18275,0.6466,0.071,35400,0.8407
Butler University,Indianapolis,IN,2,0.661,1212,19522,0.5844,0.1739,25000,0.7386,0.02,60400,0.911
Calumet College of Saint Joseph,Whiting,IN,2,0.4,855,14657,0.5559,0.4061,15500,0.3375,0.179,44700,0.6167
DePauw University,Greencastle,IN,2,0.6121,1215,16598,0.4277,0.1879,21000,0.7922,0.03,47400,0.9221
Earlham College,Richmond,IN,2,0.637,1262,14943,0.5179,0.2576,21197,0.71,0.037,30700,0.8776
Franklin College,Franklin,IN,2,0.6002,1010,12848,0.7797,0.4017,24500,0.571,0.035,36400,0.7276
Goshen College,Goshen,IN,2,0.5506,1123,14115,0.6314,0.2958,17000,0.703,0.037,35500,0.7679
Grace College and Theological Seminary,Winona Lake,IN,2,0.7884,1050,8046,0.5817,0.3444,17675,0.6053,0.037,31200,0.7674
Hanover College,Hanover,IN,2,0.6673,1130,12306,0.6866,0.3482,22225,0.7186,0.05,37700,0.8091
Holy Cross College,Notre Dame,IN,2,0.7231,1014,13361,0.6044,0.3333,14000,0.4886,0.115,34800,0.6466
Huntington University,Huntington,IN,2,0.9732,1054,10779,0.7142,0.346,21875,0.623,0.054,32000,0.7941
Indiana Institute of Technology,Fort Wayne,IN,2,0.7225,934,6358,0.8535,0.6241,10250,0.3201,0.106,39600,0.5476
Indiana State University,Terre Haute,IN,1,0.8306,910,5564,0.6121,0.4344,11726.5,0.4159,0.107,34100,0.6353
Indiana University-Bloomington,Bloomington,IN,1,0.7217,1198,16225,0.3936,0.1937,19500,0.7705,0.059,45000,0.8982
Indiana University-East,Richmond,IN,1,0.5381,943,4719,0.4334,0.3606,13336,0.2348,0.21,29700,0.6749
Indiana University-Kokomo,Kokomo,IN,1,0.7355,950,4930,0.3954,0.3195,12050,0.2756,0.12,36700,0.6086
Indiana University-Northwest,Gary,IN,1,0.7625,918,5114,0.4578,0.3472,14950,0.259,0.139,35300,0.6794
Indiana University-Purdue University-Fort Wayne,Fort Wayne,IN,1,0.8309,996,5645,0.4984,0.3675,15517,0.2594,0.109,33700,0.6719
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,1,0.6958,1013,10524,0.5366,0.3659,16500,0.4161,0.086,41100,0.7195
Indiana University-South Bend,South Bend,IN,1,0.7003,962,5333,0.4083,0.3369,14000,0.258,0.152,32500,0.6346
Indiana University-Southeast,New Albany,IN,1,0.7945,950,5156,0.4133,0.3439,12500,0.3014,0.126,33700,0.6081
Indiana Wesleyan University,Marion,IN,2,0.9515,1083,10115,0.6958,0.3903,21500,0.655,0.061,49600,0.7776
Manchester University,North Manchester,IN,2,0.7116,1017,10893,0.9173,0.358,19500,0.4873,0.065,35100,0.6882
Marian University,Indianapolis,IN,2,0.5795,1024,13214,0.7265,0.3106,23412.5,0.524,0.063,41500,0.7037
Oakland City University,Oakland City,IN,2,0.7285,988,10681,0.1337,0.1264,10500,0.6299,0.126,32500,0.79
Purdue University-Calumet Campus,Hammond,IN,1,0.6063,975,6683,0.4291,0.3262,16000,0.3131,0.146,36200,0.6876
Purdue University-Main Campus,West Lafayette,IN,1,0.6042,1211,15256,0.3878,0.2058,20500,0.6994,0.051,50600,0.9059
Purdue University-North Central Campus,Westville,IN,1,0.7218,954,4733,0.3509,0.278,12285.5,0.2638,0.137,35800,0.6105
Rose-Hulman Institute of Technology,Terre Haute,IN,2,0.5622,1310,22285,0.5776,0.1839,26000,0.7284,0.024,67100,0.9123
Saint Josephs College,Rensselaer,IN,2,0.6419,998,6332,0.5718,0.2956,13576.5,0.4367,0.088,35300,0.7191
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,2,0.9754,895,12258,0.7361,0.5069,19813,0.6049,0.046,29900,0.7681
Saint Mary's College,Notre Dame,IN,2,0.8568,1141,17632,0.6167,0.2029,26814,0.7119,0.016,43500,0.8753
Taylor University,Upland,IN,2,0.876,1214,16421,0.4475,0.1849,20500,0.7415,0.034,34000,0.8936
Trine University,Angola,IN,2,0.7157,1095,10936,0.6083,0.2378,16950,0.512,0.085,38600,0.7415
University of Evansville,Evansville,IN,2,0.8409,1147,13500,0.549,0.2561,23638,0.6344,0.052,39000,0.8571
University of Indianapolis,Indianapolis,IN,2,0.8443,1018,13724,0.6715,0.3729,19200,0.571,0.056,38400,0.7368
University of Notre Dame,Notre Dame,IN,2,0.223,1450,21742,0.4142,0.1178,20300,0.9486,0.008,70700,0.9861
University of Saint Francis-Fort Wayne,Fort Wayne,IN,2,0.5362,981,14943,0.7907,0.4216,20000,0.5356,0.044,37900,0.6991
University of Southern Indiana,Evansville,IN,1,0.6934,1004,4864,0.542,0.3231,13500,0.3954,0.096,33300,0.6879
Valparaiso University,Valparaiso,IN,2,0.7969,1158,17416,0.601,0.2537,23250,0.7013,0.044,42800,0.8636
Baker University,Baldwin City,KS,2,0.869,1086,11156,0.7634,0.3967,21353,0.52,0.061,48500,0.7574
Barclay College,Haviland,KS,2,0.5285,954,15136,0.764,0.604,12625,0.5946,0.055,28700,0.575
Benedictine College,Atchison,KS,2,0.6057,1145,10786,0.5618,0.21,19500,0.5922,0.055,33900,0.7676
Bethany College,Lindsborg,KS,2,0.5882,956,7119,0.7313,0.3909,15750,0.3906,0.164,34300,0.6412
Bethel College-North Newton,North Newton,KS,2,0.644,1028,11915,0.742,0.3859,15090,0.5278,0.05,36100,0.703
Central Christian College of Kansas,McPherson,KS,2,0.5045,970,7609,0.7411,0.6166,8821,0.5,0.096,28000,0.6261
Emporia State University,Emporia,KS,1,0.6069,1030,6666,0.652,0.3909,14000,0.4054,0.084,33000,0.7304
Fort Hays State University,Hays,KS,1,0.8917,990,5138,0.393,0.2772,11606,0.4471,0.074,36500,0.6541
Friends University,Wichita,KS,2,0.5862,977,13821,0.7371,0.4511,20834,0.3165,0.089,40700,0.6477
Kansas Wesleyan University,Salina,KS,2,0.537,1014,11677,0.7722,0.3826,15455,0.4273,0.128,36300,0.6187
Manhattan Christian College,Manhattan,KS,2,0.5988,1020,9889,0.7619,0.3641,13000,0.3514,0.07,32400,0.75
McPherson College,McPherson,KS,2,0.866,1014,10118,0.8105,0.4314,15000,0.4925,0.082,37100,0.5747
MidAmerica Nazarene University,Olathe,KS,2,0.7223,950,9283,0.6936,0.3793,15000,0.553,0.072,40700,0.6263
Newman University,Wichita,KS,2,0.4472,1079,8221,0.3578,0.2253,16945,0.5188,0.058,41300,0.7263
Ottawa University-Ottawa,Ottawa,KS,2,0.9888,1020,9954,0.7881,0.5744,17000,0.3354,0.087,42000,0.6169
Pittsburg State University,Pittsburg,KS,1,0.7898,1010,4634,0.6036,0.4032,13377.5,0.5015,0.105,36700,0.7429
Southwestern College,Winfield,KS,2,0.8968,1036,10933,0.5406,0.3604,19192,0.529,0.067,45700,0.6554
Sterling College,Sterling,KS,2,0.4405,1015,9016,0.7832,0.4304,14500,0.4242,0.102,30300,0.6619
Tabor College,Hillsboro,KS,2,0.735,1017,9629,0.7699,0.3634,15000,0.55,0.072,38000,0.6143
University of Kansas,Lawrence,KS,1,0.9228,1145,10498,0.4532,0.2216,14799,0.6162,0.055,43900,0.799
University of Saint Mary,Leavenworth,KS,2,0.4707,988,12320,0.644,0.3232,18385,0.5303,0.072,33700,0.7241
Wichita State University,Wichita,KS,1,0.9576,1089,5790,0.5022,0.3595,15250,0.4637,0.078,37800,0.7449
Adrian College,Adrian,MI,2,0.5628,1007,13466,0.8015,0.4368,14250,0.5445,0.077,32700,0.5811
Albion College,Albion,MI,2,0.5639,1143,15567,0.6172,0.2366,22500,0.736,0.053,43800,0.8056
Alma College,Alma,MI,2,0.6791,1100,13817,0.9151,0.306,21500,0.6118,0.078,38700,0.7885
Andrews University,Berrien Springs,MI,2,0.3751,1070,14877,0.5554,0.3155,23000,0.6036,0.076,36300,0.7859
Aquinas College,Grand Rapids,MI,2,0.7135,1090,11154,0.6993,0.3356,19474,0.5976,0.092,35000,0.7583
Calvin College,Grand Rapids,MI,2,0.6975,1183,15962,0.5545,0.2326,22500,0.7273,0.025,38900,0.8741
Central Michigan University,Mount Pleasant,MI,1,0.6304,1029,9329,0.7469,0.349,21721.5,0.5929,0.062,36600,0.7671
Cleary University,Ann Arbor,MI,2,0.7263,976,13682,0.6828,0.4984,20832,0.4423,0.077,50000,0.4333
College for Creative Studies,Detroit,MI,2,0.486,1010,22452,0.6999,0.3702,24000,0.5583,0.066,35600,0.7814
Concordia University-Ann Arbor,Ann Arbor,MI,2,0.5374,1010,13164,0.8772,0.4269,12000,0.3723,0.0755,36600,0.6184
Cornerstone University,Grand Rapids,MI,2,0.6807,1084,11308,0.7596,0.4352,17750,0.4571,0.076,34100,0.7612
Eastern Michigan University,Ypsilanti,MI,1,0.6398,1011,9158,0.7528,0.447,19114.5,0.3844,0.129,34700,0.7381
Ferris State University,Big Rapids,MI,1,0.759,1010,9574,0.6678,0.4123,17562,0.4319,0.095,40100,0.7665
Finlandia University,Hancock,MI,2,0.5883,930,14332,0.8301,0.6462,20755,0.4625,0.095,28900,0.5747
Grand Valley State University,Allendale,MI,1,0.826,1090,9810,0.642,0.3632,20898.5,0.695,0.051,37500,0.8165
Hope College,Holland,MI,2,0.7253,1204,16577,0.5704,0.204,25000,0.7814,0.035,37500,0.8836
Kalamazoo College,Kalamazoo,MI,2,0.6689,1240,17262,0.5149,0.1856,24000,0.7741,0.013,40200,0.9192
Kettering University,Flint,MI,2,0.6159,1198,20318,0.5905,0.2523,22500,0.6078,0.053,61300,0.9194
Kuyper College,Grand Rapids,MI,2,0.6842,1008,12964,0.7595,0.5949,18500,0.4179,0.106,27100,0.7879
Lake Superior State University,Sault Ste Marie,MI,1,0.9183,1050,6843,0.5991,0.4152,16563,0.42,0.124,34200,0.7476
Lawrence Technological University,Southfield,MI,2,0.4365,1145,19336,0.3302,0.1847,21500,0.4939,0.085,45300,0.8179
Madonna University,Livonia,MI,2,0.6125,1034,11624,0.583,0.3568,21733,0.4294,0.073,39100,0.8182
Marygrove College,Detroit,MI,2,0.9378,780,8747,0.8721,0.7044,16750,0.2931,0.067,30700,0.6692
Michigan State University,East Lansing,MI,1,0.6865,1158,15767,0.4845,0.2387,22734,0.7736,0.057,47300,0.9051
Michigan Technological University,Houghton,MI,1,0.7659,1206,12730,0.5969,0.267,21812,0.6453,0.06,53400,0.8219
Northern Michigan University,Marquette,MI,1,0.7313,1030,7488,0.6408,0.3848,14601,0.4829,0.121,32000,0.722
Northwood University-Michigan,Midland,MI,2,0.6538,1029,11712,0.6951,0.3353,18750,0.5414,0.096,42600,0.8328
Oakland University,Rochester Hills,MI,1,0.66,1070,9411,0.3689,0.2034,18250,0.4295,0.062,38900,0.7814
Olivet College,Olivet,MI,2,0.5148,927,12367,0.8011,0.457,19000,0.4341,0.121,30600,0.6397
Rochester College,Rochester Hills,MI,2,0.6567,990,11665,0.6486,0.3883,14089.5,0.4301,0.071,32800,0.5746
Saginaw Valley State University,University Center,MI,1,0.7865,990,7793,0.6985,0.4075,19000,0.3894,0.095,34900,0.7046
Siena Heights University,Adrian,MI,2,0.6765,990,9187,0.6817,0.4343,15328,0.431,0.058,37700,0.5912
Spring Arbor University,Spring Arbor,MI,2,0.6505,1069,10534,0.74,0.449,20729,0.5673,0.059,38200,0.7572
University of Detroit Mercy,Detroit,MI,2,0.6147,1142,23050,0.6161,0.2873,19300,0.5682,0.061,44600,0.8246
University of Michigan-Ann Arbor,Ann Arbor,MI,1,0.3326,1352,20769,0.3665,0.157,21000,0.8997,0.021,61500,0.9688
University of Michigan-Dearborn,Dearborn,MI,1,0.6284,1125,10945,0.6704,0.4298,18750,0.518,0.081,43300,0.8405
University of Michigan-Flint,Flint,MI,1,0.7809,993,9811,0.7483,0.4522,21176,0.3754,0.089,36500,0.799
Wayne State University,Detroit,MI,1,0.7624,1050,9162,0.5944,0.4804,16000,0.3235,0.125,43300,0.7695
Western Michigan University,Kalamazoo,MI,1,0.8285,1030,10693,0.68,0.3969,20875,0.5491,0.077,39000,0.7371
Augsburg College,Minneapolis,MN,2,0.6086,1053,16275,0.7115,0.4338,23000,0.6326,0.06,43000,0.8158
Bemidji State University,Bemidji,MN,1,0.6678,990,4881,0.594,0.3557,13500,0.4758,0.085,35200,0.672
Bethany Lutheran College,Mankato,MN,2,0.7458,1070,11539,0.7575,0.4064,16450,0.4943,0.057,30600,0.7206
Bethel University,Saint Paul,MN,2,0.9485,1144,16210,0.6746,0.27,20500,0.7136,0.036,44600,0.8504
Carleton College,Northfield,MN,2,0.2095,1406,28644,0.4749,0.1231,16644,0.9214,0.023,47500,0.9602
College of Saint Benedict,Saint Joseph,MN,2,0.7554,1157,19467,0.6478,0.2391,23250,0.816,0.011,43900,0.8878
Concordia College at Moorhead,Moorhead,MN,2,0.7998,1144,16087,0.68,0.2426,24500,0.7101,0.02,39800,0.8449
Concordia University-Saint Paul,Saint Paul,MN,2,0.5239,991,10307,0.6249,0.3539,16667,0.4627,0.064,47700,0.7278
Crown College,Saint Bonifacius,MN,2,0.55,983,11569,0.7022,0.4881,14625,0.5563,0.061,34200,0.6959
Gustavus Adolphus College,Saint Peter,MN,2,0.6322,1224,18703,0.6884,0.2478,26000,0.8228,0.023,42500,0.9205
Hamline University,Saint Paul,MN,2,0.6557,1106,15625,0.7432,0.3852,18250,0.6637,0.04,45700,0.813
Macalester College,Saint Paul,MN,2,0.3416,1350,21073,0.4884,0.172,21996.5,0.8742,0.016,40900,0.9513
Martin Luther College,New Ulm,MN,2,0.9617,1125,11021,0.6873,0.3518,14999,0.7684,0.028,32800,0.8492
Minneapolis College of Art and Design,Minneapolis,MN,2,0.5895,1073,19293,0.8781,0.3907,21166,0.5959,0.075,30200,0.7009
Minnesota State University-Mankato,Mankato,MN,1,0.6555,1030,5622,0.59,0.2906,15116,0.4904,0.047,39000,0.7363
Minnesota State University-Moorhead,Moorhead,MN,1,0.8911,1049,5136,0.6301,0.3314,15772,0.4624,0.069,35000,0.6768
North Central University,Minneapolis,MN,2,0.9521,1044,12625,0.7807,0.398,19500,0.4549,0.042,28700,0.7286
Oak Hills Christian College,Bemidji,MN,2,0.5873,930,24896,0.6713,0.6154,12000,0.5667,0.05,22900,0.6296
Saint Cloud State University,Saint Cloud,MN,1,0.8691,1010,5008,0.5095,0.3073,15348,0.478,0.072,39100,0.7074
Saint Johns University,Collegeville,MN,2,0.7516,1155,18464,0.6095,0.1947,23150,0.7946,0.024,49400,0.8552
Saint Mary's University of Minnesota,Winona,MN,2,0.7485,1068,10078,0.6297,0.3149,18054,0.5516,0.032,40100,0.7896
Southwest Minnesota State University,Marshall,MN,1,0.6546,1010,3689,0.2639,0.1591,15750,0.4283,0.075,34500,0.6736
St Catherine University,Saint Paul,MN,2,0.6089,1051,16287,0.7682,0.4147,22697,0.5396,0.052,45300,0.7861
St Olaf College,Northfield,MN,2,0.5919,1290,22480,0.5255,0.1489,25000,0.8708,0.016,40100,0.9352
The College of Saint Scholastica,Duluth,MN,2,0.7265,1085,13630,0.689,0.3057,19310.5,0.6838,0.047,47700,0.8365
University of Minnesota-Crookston,Crookston,MN,1,0.6916,1004,5639,0.3976,0.2388,14370,0.4369,0.081,38800,0.691
University of Minnesota-Duluth,Duluth,MN,1,0.7822,1109,8284,0.5882,0.2431,18925,0.5883,0.044,41500,0.7509
University of Minnesota-Morris,Morris,MN,1,0.5764,1168,5637,0.5037,0.2932,14768,0.6341,0.056,35300,0.871
University of Minnesota-Rochester,Rochester,MN,1,0.5421,1149,15445,0.6763,0.2778,18822,0.5012,0.036,46500,0.7857
University of Minnesota-Twin Cities,Minneapolis,MN,1,0.4442,1270,11069,0.4516,0.2169,18822,0.754,0.036,46500,0.9022
University of Northwestern-St Paul,Saint Paul,MN,2,0.6915,1126,14276,0.5087,0.2787,18636.5,0.6844,0.039,34200,0.7894
University of St Thomas,Saint Paul,MN,2,0.8617,1165,18396,0.5738,0.2023,22250,0.751,0.042,47800,0.8755
Winona State University,Winona,MN,1,0.6075,1070,5482,0.6431,0.2685,18288,0.5646,0.044,39800,0.783
Avila University,Kansas City,MO,2,0.6108,1028,12257,0.7291,0.4332,18750,0.4912,0.079,40700,0.7
Calvary Bible College and Theological Seminary,Kansas City,MO,2,0.8696,1033,5486,0.428,0.4545,15000,0.5,0.076,29400,0.6563
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,2,0.6506,1006,15278,0.7442,0.439,12580,0.4407,0.106,32900,0.5728
College of the Ozarks,Point Lookout,MO,2,0.1301,1050,379,0,0.6166,17645,0.6454,0,30600,0.8601
Cottey College,Nevada,MO,2,0.7063,1021,8074,0.6747,0.387,11781.5,0.6067,0.117,26900,0.7874
Cox College,Springfield,MO,2,0.8975,863,16550,0.7912,0.4936,17235.5,0.9091,0.092,37900,0.8909
Culver-Stockton College,Canton,MO,2,0.5926,972,9142,0.7906,0.4785,15500,0.4455,0.1,33300,0.6667
Drury University,Springfield,MO,2,0.8095,1146,10071,0.5407,0.9259,16000,0.5741,0.171,31100,0.8444
Evangel University,Springfield,MO,2,0.6425,1046,10369,0.9271,0.4662,16000,0.5291,0.07,33000,0.727
Fontbonne University,Saint Louis,MO,2,0.6524,1070,15202,0.6967,0.3852,25000,0.4093,0.081,40900,0.7941
Hannibal-LaGrange University,Hannibal,MO,2,0.6814,1029,8563,0.5661,0.3819,13750,0.6567,0.08,31900,0.623
Kansas City Art Institute,Kansas City,MO,2,0.643,1073,18340,0.6825,0.4015,24000,0.5789,0.128,25500,0.7384
Lindenwood University,Saint Charles,MO,2,0.6629,1045,11833,0.6477,0.352,20500,0.4484,0.04,37500,0.707
Maryville University of Saint Louis,Saint Louis,MO,2,0.7611,1142,13159,0.6802,0.3376,19909,0.6735,0.06,44400,0.8678
Missouri Baptist University,Saint Louis,MO,2,0.6095,1001,9212,0.3499,0.2158,15807,0.4407,0.078,32800,0.6008
Missouri Southern State University,Joplin,MO,1,0.9728,990,3721,0.6786,0.6068,11500,0.3708,0.158,30900,0.6614
Missouri State University-Springfield,Springfield,MO,1,0.851,1090,6228,0.5083,0.3198,15000,0.5337,0.079,35000,0.7525
