name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
Redaktor,1,redaktor.web.util.Pages,0,1,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0
Redaktor,1,redaktor.util.Util,13,1,0,18,47,0,17,1,10,0.541666667,803,1,0,0,0.2,0,0,60.61538462,5,2.6154,0
Redaktor,1,redaktor.web.dispatch.actions.account.EditAccountAction,13,1,0,13,63,0,1,12,6,0.541666667,591,1,0,0,0.35,0,0,44.30769231,4,1.4615,0
Redaktor,1,pff.validation.PFFLengthValidator,5,2,0,10,9,0,8,2,3,0.5625,193,1,0,0.714285714,0.583333333,1,4,36.8,7,1.6,1
Redaktor,1,redaktor.web.dispatch.actions.profile.ShowProfileAction,9,1,0,20,38,0,1,19,6,0.5625,309,1,0,0,0.458333333,0,0,33.11111111,3,1.3333,0
Redaktor,1,redaktor.web.dispatch.actions.news.EditNewsAction,11,1,0,13,48,0,2,11,6,0.55,436,1,0,0,0.5,0,0,38.45454545,2,1.1818,0
Redaktor,1,redaktor.web.dispatch.actions.news.ShowNewsAction,9,1,0,15,30,0,2,13,6,0.5625,281,1,0,0,0.458333333,0,0,30,2,1.2222,0
Redaktor,1,pff.validation.PFFPasswordValidator,4,2,0,7,11,0,1,6,2,0.666666667,95,1,0,0.714285714,0.555555556,2,5,22,3,1,0
Redaktor,1,redaktor.web.dispatch.actions.issue.ShowCurrentIssueAction,9,1,0,15,26,0,1,14,6,0.5625,263,1,0,0,0.458333333,0,0,28,3,1.3333,0
Redaktor,1,redaktor.initialization.InitializationRemote,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
Redaktor,1,redaktor.web.dispatch.actions.ActionsKeys,0,1,0,0,0,0,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0
Redaktor,1,redaktor.web.dispatch.actions.account.ClearSystemAction,8,1,0,4,16,0,1,3,6,0.571428571,169,1,0,0,0.428571429,0,0,19.875,2,1.25,0
Redaktor,1,redaktor.web.dispatch.actions.topic.TopicForm,4,2,0,12,14,0,2,10,2,1.066666667,134,0.4,0,0.923076923,0.666666667,1,9,31.25,2,0.75,1
Redaktor,1,pff.validation.PFFDateValidator,4,2,0,4,11,0,1,3,2,1.066666667,118,1,0,0.714285714,0.666666667,2,5,27.25,5,1.5,0
Redaktor,1,redaktor.web.dispatch.actions.profile.PasswordForm,4,2,0,11,15,0,1,10,2,1.066666667,175,0.4,0,0.923076923,0.5,1,9,41.5,2,0.75,1
Redaktor,1,redaktor.web.IssuesManager,14,2,0,11,29,0,6,5,9,0.461538462,309,1,1,0.25,0.435897436,1,4,20.92857143,2,1.5714,0
Redaktor,1,redaktor.web.dispatch.actions.topic.RejectTopicAction,9,1,0,12,38,0,1,11,6,0.5625,354,1,0,0,0.458333333,0,0,38.11111111,7,1.7778,0
Redaktor,1,redaktor.topic.Topic,34,1,0,35,44,0,31,4,32,0.878787879,854,1,3,0,0.148148148,1,1,23.73529412,7,2.0882,1
Redaktor,1,redaktor.web.dispatch.actions.topic.ShowTopicAction,9,1,0,15,32,0,1,14,6,0.5625,302,1,0,0,0.458333333,0,0,32.33333333,3,1.3333,0
Redaktor,1,ptf.style.PTFPlainStyle,13,1,6,10,15,0,8,2,11,0.541666667,248,1,0,0,0.791666667,0,0,17.92307692,2,1.6154,0
Redaktor,1,redaktor.web.dispatch.actions.BootstrapAction,28,1,0,25,140,0,1,24,6,0.796296296,2423,1,8,0,0.324074074,0,0,85.17857143,3,1.8214,0
Redaktor,1,redaktor.web.dispatch.actions.news.EditNewsForm,4,2,0,10,13,0,1,9,2,1.066666667,125,0.4,0,0.923076923,0.666666667,1,9,29,2,0.75,1
Redaktor,1,redaktor.web.dispatch.actions.news.CreateNewsAction,11,1,0,12,35,0,1,11,6,0.55,324,1,0,0,0.5,0,0,28.27272727,2,1.1818,0
Redaktor,1,redaktor.contact.ContactsManagerBean,10,1,0,3,32,0,0,3,8,0.481481481,553,1,0,0,0.277777778,0,0,54,13,2.9,0
Redaktor,1,redaktor.web.dispatch.actions.article.ListArticlesAction,9,1,0,12,24,0,1,11,6,0.5625,222,1,0,0,0.458333333,0,0,23.44444444,2,1.2222,0
Redaktor,1,redaktor.web.util.HTMLHelper,15,1,0,21,52,0,15,6,12,0.535714286,684,1,0,0,0.214285714,0,0,44.46666667,6,2.2,0
Redaktor,1,pff.validation.PFFLoginUniqueValidator,4,2,0,5,8,0,1,4,2,0.666666667,85,1,0,0.714285714,0.666666667,1,4,19.75,3,1,0
Redaktor,1,redaktor.web.dispatch.actions.find.ShowFindFormsAction,11,1,0,3,15,0,1,2,9,0.55,228,1,0,0,0.433333333,0,0,19.54545455,2,1.4545,0
Redaktor,1,redaktor.web.dispatch.actions.issue.CloseIssueForm,4,2,0,11,15,0,1,10,2,1,127,0.5,0,0.923076923,0.666666667,1,10,29.75,2,0.75,1
Redaktor,1,ptf.style.PTFListStyle,4,2,0,5,6,0,3,2,2,0.666666667,68,1,0,0.846153846,0.666666667,1,2,15.5,2,0.75,1
Redaktor,1,redaktor.web.dispatch.actions.topic.CreateTopicAction,11,1,0,12,40,0,1,11,6,0.55,344,1,0,0,0.5,0,0,30.09090909,2,1.1818,0
Redaktor,1,redaktor.web.dispatch.actions.article.EditArticleForm,6,2,0,22,50,0,1,21,2,1.066666667,367,0.222222222,0,0.857142857,0.5,1,11,58.66666667,3,1.6667,1
Redaktor,1,redaktor.article.ArticlesManagerLocal,18,1,0,7,18,153,5,2,18,2,18,0,0,0,0.333333333,0,0,0,1,1,0
Redaktor,1,pff.widget.PFFPasswordInputWidget,4,2,0,5,12,0,3,2,2,0.666666667,122,1,0,0.866666667,0.666666667,1,4,29,4,1.25,0
Redaktor,1,redaktor.news.News,16,1,0,13,24,0,11,2,14,0.79047619,416,1,1,0,0.222222222,1,1,24.5625,7,2.0625,1
Redaktor,1,ptf.table.PTFSignleObjectTable,10,1,0,13,33,0,8,5,8,0.527777778,458,1,2,0,0.333333333,0,0,44.4,6,2.4,0
Redaktor,1,redaktor.web.dispatch.actions.message.NewMessageForm,5,2,0,12,29,0,1,11,2,1,210,0.4,0,0.888888889,0.75,1,10,40,3,1.2,0
Redaktor,1,redaktor.web.dispatch.actions.profile.EditPasswordAction,11,1,0,11,36,0,1,10,6,0.55,362,1,0,0,0.5,0,0,31.72727273,3,1.2727,1
Redaktor,1,pff.validation.PFFOnlyOneRequiredValidator,5,2,0,5,15,0,2,3,3,0.583333333,247,0.666666667,0,0.625,0.583333333,1,4,47.8,8,3.4,0
Redaktor,1,redaktor.web.dispatch.actions.article.ArticlesListModel,14,1,0,11,43,0,2,9,10,0.681318681,583,1,3,0,0.323076923,0,0,40.14285714,5,1.8571,0
Redaktor,1,redaktor.web.dispatch.actions.message.SendMessageAction,12,1,0,14,64,0,1,13,6,0.545454545,598,1,0,0,0.345454545,0,0,48.66666667,3,1.3333,0
Redaktor,1,redaktor.topic.TopicsManagerBean,24,1,0,8,69,0,0,8,22,0.47826087,1478,1,1,0,0.246376812,0,0,60.41666667,20,3.4167,1
Redaktor,1,redaktor.web.dispatch.actions.session.LoginAction,8,1,0,6,18,0,1,5,6,0.571428571,185,1,0,0,0.428571429,0,0,21.875,2,1.25,0
Redaktor,1,redaktor.web.dispatch.actions.contact.ListContactsAction,9,1,0,13,23,0,1,12,6,0.5625,217,1,0,0,0.458333333,0,0,22.88888889,2,1.2222,0
Redaktor,1,redaktor.web.dispatch.actions.news.ListNewsAction,9,1,0,13,23,0,1,12,6,0.5625,217,1,0,0,0.458333333,0,0,22.88888889,2,1.2222,1
Redaktor,1,redaktor.web.dispatch.actions.account.AccountDetailsModel,12,1,0,8,29,0,2,6,9,0.681818182,409,0.5,1,0,0.424242424,0,0,32.75,4,1.8333,0
Redaktor,1,redaktor.web.dispatch.actions.contact.EditContactAction,13,1,0,11,52,0,1,10,6,0.541666667,537,1,0,0,0.35,0,0,40.15384615,2,1.3077,0
Redaktor,1,redaktor.web.dispatch.Dispatcher,5,1,0,6,19,0,0,6,2,1.041666667,222,0.333333333,0,0,0.375,0,0,42.2,1,0.6,0
Redaktor,1,redaktor.web.dispatch.actions.topic.TopicDetailsModel,14,1,0,13,48,0,1,12,9,0.692307692,522,0.4,1,0,0.276923077,0,0,35.92857143,4,1.9286,0
Redaktor,1,redaktor.web.NewsManager,13,2,0,10,29,0,6,4,9,0.458333333,295,1,1,0.266666667,0.214285714,1,4,21.53846154,2,1.5385,0
Redaktor,1,redaktor.web.dispatch.actions.message.MessageListModel,16,1,0,14,54,0,1,13,9,0.677777778,610,1,2,0,0.266666667,0,0,36.75,4,2,0
Redaktor,1,redaktor.web.dispatch.actions.account.EditAccountPasswordAction,11,1,0,11,42,0,1,10,6,0.55,433,1,0,0,0.5,0,0,38.18181818,4,1.3636,0
Redaktor,1,redaktor.web.dispatch.actions.profile.EditProfileAction,13,1,0,11,53,0,1,10,6,0.541666667,477,1,0,0,0.35,0,0,35.53846154,3,1.3846,0
Redaktor,1,redaktor.web.dispatch.actions.account.NewAccountForm,4,2,0,25,37,0,1,24,2,1.238095238,420,0.142857143,0,0.923076923,0.666666667,1,9,100.5,3,1,1
Redaktor,1,redaktor.web.util.LinkResolver,5,1,0,6,17,0,1,5,2,0.625,168,1,0,0,0.3125,0,0,32.2,4,1.6,0
Redaktor,1,redaktor.news.NewsManagerLocal,7,1,0,4,7,21,3,1,7,2,7,0,0,0,0.306122449,0,0,0,1,1,0
Redaktor,1,redaktor.web.exceptions.BadParamsException,6,3,0,39,11,0,38,1,4,0.6,115,1,0,0.928571429,0.533333333,0,0,17.83333333,1,0.1667,0
Redaktor,1,redaktor.topic.TopicState,5,2,0,13,9,0,12,1,2,0.75,131,0.4,4,0.785714286,0.333333333,1,1,24.2,2,1,0
Redaktor,1,redaktor.web.dispatch.actions.IAction,5,1,0,61,5,10,59,2,5,2,5,0,0,0,0.533333333,0,0,0,1,1,0
Redaktor,1,redaktor.web.dispatch.actions.account.RedactorsListStyle,7,2,0,3,9,0,1,2,5,0.583333333,166,1,0,0.6875,0.666666667,1,2,22.42857143,4,2,0
Redaktor,1,ptf.style.PTFSingleStyle,4,2,1,10,6,0,8,2,2,0.666666667,68,1,0,0.846153846,0.666666667,1,2,15.5,2,0.75,0
Redaktor,1,redaktor.issue.IssuesManagerBean,13,1,0,7,62,0,0,7,11,0.604166667,746,1,1,0,0.277777778,0,0,56.07692308,6,2.6154,0
Redaktor,1,pff.widget.PFFTextareaWidget,8,2,0,10,17,0,8,2,6,0.571428571,249,1,0,0.684210526,0.642857143,1,4,29.625,4,1.625,0
Redaktor,1,redaktor.rights.RightsManagerLocal,5,1,0,6,5,10,5,1,5,2,5,0,0,0,0.6,0,0,0,1,1,0
Redaktor,1,redaktor.web.util.TagProperties,20,1,0,10,44,0,9,1,18,0.721804511,757,1,0,0,0.438596491,0,0,36.5,6,2.5,0
