name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.TypeCheckError,7,3,0,89,13,0,88,2,7,0.444444444,99,0,2,0.85,0.371428571,1,2,12.71428571,3,0.7143,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.LastCall,4,4,0,12,13,6,0,12,4,2,59,0,0,0.96969697,0.4375,2,4,13.75,3,1.25,1
xalan,2.7.0,org.apache.xalan.extensions.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Pattern,4,3,2,17,5,6,12,6,4,2,7,0,0,0.959459459,0.4375,2,4,0.75,1,0.75,1
xalan,2.7.0,org.apache.xpath.functions.WrongNumberArgsException,1,3,0,12,2,0,12,0,1,2,6,0,0,1,1,0,0,4,0,0,1
xalan,2.7.0,org.apache.xalan.templates.AVTPartXPath,7,2,0,13,20,0,1,12,7,0.583333333,75,0.5,1,0.5,0.25974026,0,0,9.428571429,1,0.7143,1
xalan,2.7.0,org.apache.xpath.functions.FuncId,3,4,0,11,27,3,0,11,2,1.5,170,0,0,0.96,0.476190476,1,7,55.33333333,8,3,1
xalan,2.7.0,org.apache.xpath.operations.Bool,3,3,0,6,7,3,1,5,3,1.5,25,0,0,0.952380952,0.555555556,1,1,7,1,0.6667,1
xalan,2.7.0,org.apache.xalan.processor.ProcessorTemplate,2,5,0,6,8,1,1,5,0,2,20,0,0,0.995327103,0.666666667,1,1,8.5,1,0.5,1
xalan,2.7.0,org.apache.xpath.operations.VariableSafeAbsRef,2,3,0,9,11,1,1,8,2,2,40,0,0,0.97826087,0.666666667,1,1,18.5,1,0.5,1
xalan,2.7.0,org.apache.xalan.templates.FuncKey,3,5,0,14,33,1,0,14,2,1,178,0.5,0,0.98245614,0.75,1,7,57.66666667,1,0.3333,1
xalan,2.7.0,org.apache.xpath.functions.FuncLocalPart,2,5,0,5,9,1,0,5,2,2,43,0,0,0.982142857,0.75,3,8,20,1,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.Parameter,2,1,0,2,3,0,2,0,2,0,29,0,0,0,0.875,0,0,12,0,0,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Closure,4,1,0,6,4,6,6,1,4,2,4,0,0,0,0.625,0,0,0,1,1,1
xalan,2.7.0,org.apache.xml.serializer.SerializerConstants,0,1,0,1,0,0,1,0,0,2,15,0,0,0,0,0,0,0,0,0,2
xalan,2.7.0,org.apache.xpath.objects.LessThanOrEqualComparator,3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555555556,0,0,7,2,1.3333,0
xalan,2.7.0,org.apache.xalan.templates.XUnresolvedVariableSimple,4,3,0,6,15,6,1,5,4,1.333333333,40,0,0,0.959459459,0.5,2,12,8.75,1,0.75,1
xalan,2.7.0,org.apache.xpath.functions.FuncSum,2,4,0,8,11,1,0,8,2,2,45,0,0,0.979591837,0.75,1,6,21,1,0.5,1
xalan,2.7.0,org.apache.xalan.extensions.XPathFunctionImpl,3,1,0,3,8,1,1,2,2,0.5,52,1,1,0,0.5,0,0,15.66666667,3,1.3333,1
xalan,2.7.0,org.apache.xalan.processor.ProcessorGlobalParamDecl,3,5,0,6,10,3,1,5,1,1.5,31,0,0,0.990697674,0.583333333,1,2,9,1,0.6667,1
xalan,2.7.0,org.apache.xalan.templates.StylesheetComposed,11,4,1,16,45,39,9,10,9,0.86,334,0.8,0,0.964285714,0.309090909,1,2,28.90909091,4,1.5455,1
xalan,2.7.0,org.apache.xalan.res.XSLTErrorResources_pl,4,3,0,1,15,6,0,1,3,1.333333333,4270,0,0,0.926829268,0.333333333,0,0,1005.75,2,1,2
xalan,2.7.0,org.apache.xml.utils.QName,28,1,0,54,49,268,50,4,28,0.641975309,742,0.666666667,0,0,0.285714286,1,1,25.28571429,9,1.4286,1
xalan,2.7.0,org.apache.xpath.compiler.XPathDumper,1,1,0,0,2,0,0,0,1,2,4,0,0,0,1,0,0,3,0,0,1
xalan,2.7.0,org.apache.xalan.transformer.CountersTable,5,3,0,7,23,8,3,5,2,1,199,0.333333333,1,0.904761905,0.44,0,0,38.2,2,1.2,1
xalan,2.7.0,org.apache.xml.utils.BoolStack,14,1,0,4,17,0,4,0,13,0.384615385,165,1,0,0,0.404761905,0,0,10.57142857,2,1.2143,1
xalan,2.7.0,org.apache.xpath.axes.AxesWalker,27,4,2,21,53,257,8,15,23,0.829059829,456,0.555555556,4,0.747572816,0.138888889,1,4,15.55555556,5,1.6667,1
xalan,2.7.0,org.apache.xalan.xsltc.trax.TransformerFactoryImpl,32,3,0,17,154,278,6,16,23,0.894540943,1835,0.615384615,0,0.392156863,0.142857143,1,2,55.53125,17,2.25,3
xalan,2.7.0,org.apache.xalan.xsltc.compiler.StringCall,3,4,0,13,17,3,0,13,3,2,75,0,0,0.979591837,0.444444444,3,13,24,3,1.3333,1
xalan,2.7.0,org.apache.xalan.transformer.KeyManager,2,1,0,10,14,0,2,8,2,0,104,1,0,0,0.583333333,0,0,50.5,1,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.output.OutputBuffer,4,1,0,2,4,6,2,0,4,2,4,0,0,0,0.4,0,0,0,1,1,1
xalan,2.7.0,org.apache.xpath.XPathVisitor,13,1,5,43,14,78,40,13,13,2,40,0,0,0,0.203296703,0,0,2.076923077,1,0.9231,1
xalan,2.7.0,org.apache.xalan.extensions.ExtensionHandlerJavaClass,7,3,0,13,53,1,1,12,6,0.7,911,0.4,0,0.571428571,0.349206349,2,6,128.4285714,8,2.1429,2
xalan,2.7.0,org.apache.xpath.functions.FuncGenerateId,2,5,0,4,10,1,0,4,2,2,29,0,0,0.982142857,0.75,2,7,13,1,0.5,1
xalan,2.7.0,org.apache.xpath.jaxp.XPathFactoryImpl,7,2,0,2,18,1,0,2,7,0.75,215,1,0,0.6,0.371428571,1,3,29.14285714,4,1.5714,1
xalan,2.7.0,org.apache.xpath.functions.FuncCount,2,4,0,6,8,1,0,6,2,2,24,0,0,0.979591837,0.75,1,6,10.5,1,0.5,1
xalan,2.7.0,org.apache.xml.dtm.ref.DTMDefaultBaseTraversers,3,2,1,31,30,3,22,29,3,2,224,0,0,0.989130435,0.761904762,0,0,73.66666667,5,1.6667,1
xalan,2.7.0,org.apache.xml.utils.SuballocatedByteVector,18,1,0,0,20,3,0,0,10,0.329411765,830,1,0,0,0.685185185,0,0,44.83333333,8,3.1111,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.ObjectFactory,13,1,0,5,49,64,3,2,0,0.916666667,699,0.833333333,0,0,0.3125,0,0,52.30769231,16,2.4615,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.ErrorMessages_pt_BR,2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,2
xalan,2.7.0,org.apache.xml.utils.PrefixForUriEnumerator,3,1,0,1,9,0,1,1,2,0,67,1,1,0,0.5,0,0,20,3,1.6667,0
xalan,2.7.0,org.apache.xalan.xsltc.compiler.FilteredAbsoluteLocationPath,7,3,0,23,34,0,0,23,7,0,168,1,1,0.934210526,0.285714286,2,7,22.85714286,2,1.1429,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ErrorMessages_hu,2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,2
xalan,2.7.0,org.apache.xpath.compiler.FunctionTable,8,1,0,6,22,0,5,1,3,1.046382189,931,0.090909091,0,0,0.464285714,0,0,105.75,3,1.5,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.AbsoluteIterator,8,2,0,3,21,0,1,3,8,0,85,1,1,0.65,0.34375,1,5,9.5,2,1,1
xalan,2.7.0,org.apache.xalan.lib.ExsltDynamic,7,2,0,16,43,21,1,15,7,1.166666667,682,0,0,0.25,0.642857143,0,0,96.28571429,1,0.8571,1
xalan,2.7.0,org.apache.xalan.templates.StylesheetRoot,60,5,0,54,131,1584,46,24,44,0.952683616,1057,0.916666667,11,0.828402367,0.076811594,3,6,16.21666667,10,1.5,2
xalan,2.7.0,org.apache.xalan.templates.AVT,15,1,0,24,44,43,13,12,14,0.888888889,582,0.888888889,1,0,0.2,0,0,37.2,4,1.9333,2
xalan,2.7.0,org.apache.xalan.xsltc.dom.SingletonIterator,8,2,0,4,11,0,2,2,8,0.214285714,105,1,0,0.722222222,0.5,1,6,11.875,4,1.125,1
xalan,2.7.0,org.apache.xalan.templates.ElemTemplateElement,87,2,29,95,125,3307,84,17,77,0.931007752,1275,0.733333333,3,0.558974359,0.09127789,1,12,13.48275862,7,1.4483,2
xalan,2.7.0,org.apache.xpath.functions.FuncStartsWith,2,5,0,6,6,1,0,6,2,2,22,0,0,0.98245614,0.75,1,6,9.5,1,0.5,1
xalan,2.7.0,org.apache.xml.res.XMLErrorResources_es,4,3,0,1,15,6,0,1,3,1.333333333,1166,0,0,0.926829268,0.333333333,0,0,271.25,2,1,2
xalan,2.7.0,org.apache.xalan.serialize.DOMSerializer,0,1,0,4,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.Util,20,1,0,53,45,188,51,2,19,0.947368421,326,1,0,0,0.236842105,0,0,15.25,5,1.95,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.CurrentCall,2,4,0,7,6,1,0,7,2,2,13,0,0,0.989690722,0.625,2,4,5.5,1,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.SortingIterator,11,2,0,5,26,0,0,5,8,0.666666667,272,1,3,0.565217391,0.309090909,1,7,23.18181818,4,1.6364,1
xalan,2.7.0,org.apache.xml.res.XMLErrorResources_zh_TW,4,3,0,1,15,6,0,1,3,1.333333333,1166,0,0,0.926829268,0.333333333,0,0,271.25,2,1,2
xalan,2.7.0,org.apache.xalan.extensions.ExtensionNamespacesManager,9,1,0,7,29,12,5,2,8,0.625,605,1,0,0,0.416666667,0,0,65.88888889,7,2.5556,2
xalan,2.7.0,org.apache.xalan.xsltc.runtime.ErrorMessages_it,2,3,0,0,3,1,0,0,2,2,229,0,0,0.974358974,1,0,0,113.5,1,0.5,2
xalan,2.7.0,org.apache.xml.utils.res.XResourceBundleBase,3,3,0,0,4,3,0,0,3,2,6,0,0,0.95,0.833333333,0,0,1,1,0.6667,1
xalan,2.7.0,org.apache.xalan.res.XSLTErrorResources_tr,4,3,0,1,15,6,0,1,3,1.333333333,4270,0,0,0.926829268,0.333333333,0,0,1005.75,2,1,2
xalan,2.7.0,org.apache.xml.dtm.ref.CustomStringPool,4,2,0,1,15,0,0,1,4,0.833333333,62,0,0,0.571428571,0.5,1,4,14,3,1.5,1
xalan,2.7.0,org.apache.xpath.operations.Minus,3,3,0,7,7,3,2,5,3,1.5,26,0,0,0.953488372,0.555555556,1,1,7.333333333,1,0.6667,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.ErrorMessages,2,3,0,0,3,1,0,0,2,2,320,0,0,0.974358974,1,0,0,159,1,0.5,1
xalan,2.7.0,org.apache.xpath.domapi.XPathExpressionImpl,2,1,0,7,16,0,1,6,1,0,134,1,1,0,0.583333333,0,0,65,1,0.5,2
xalan,2.7.0,org.apache.xalan.templates.XUnresolvedVariable,6,3,0,7,23,9,1,7,6,0.885714286,132,0.857142857,1,0.934210526,0.361111111,2,12,19.83333333,1,0.8333,1
xalan,2.7.0,org.apache.xalan.lib.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529411765,0.444444444,0,0,8.111111111,1,0.8889,1
xalan,2.7.0,org.apache.xalan.xsltc.trax.TrAXFilter,7,2,0,5,31,13,2,3,6,0.777777778,143,1,2,0.85,0.285714286,1,2,19,2,1,1
xalan,2.7.0,org.apache.xml.utils.PrefixResolverDefault,5,1,1,4,22,8,3,1,5,0.75,122,0,0,0,0.6,0,0,23.2,13,3.2,1
xalan,2.7.0,org.apache.xml.utils.ElemDesc,4,1,0,0,10,0,0,0,0,1.266666667,90,0,0,0,0.833333333,0,0,15.25,4,2,1
xalan,2.7.0,org.apache.xalan.templates.ElemAttribute,9,5,0,10,29,36,2,8,6,1.125,158,0,0,0.963800905,0.314814815,4,10,16.44444444,16,3,1
xalan,2.7.0,org.apache.xml.serializer.WriterToUTF8Buffered,9,2,0,2,15,0,1,1,9,0.625,788,1,0,0.619047619,0.311111111,1,2,85.88888889,1,0.8889,3
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.MethodGenerator,29,4,6,137,54,360,122,16,29,0.978316327,453,1,1,0.776,0.150470219,1,2,13.65517241,4,1.2759,4
xalan,2.7.0,org.apache.xalan.xsltc.cmdline.SecuritySupport,11,1,1,2,20,53,2,1,0,0.9,90,1,0,0,0.4,0,0,7.090909091,2,0.9091,1
xalan,2.7.0,org.apache.xalan.res.XSLTErrorResources_ca,4,3,0,1,15,6,0,1,3,1.333333333,4270,0,0,0.926829268,0.333333333,0,0,1005.75,2,1,2
xalan,2.7.0,org.apache.xalan.templates.ElemTemplate,22,3,2,27,47,189,22,11,22,0.952380952,182,0.727272727,4,0.903225806,0.181818182,2,14,6.772727273,1,0.9545,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.MultiDOM,54,1,0,16,115,277,4,14,52,0.870283019,803,1,4,0,0.171296296,0,0,13.72222222,11,1.6111,1
xalan,2.7.0,org.apache.xalan.processor.ProcessorNamespaceAlias,2,4,0,6,18,1,1,5,1,2,92,0,0,0.995260664,0.625,3,4,44.5,1,0.5,1
xalan,2.7.0,org.apache.xml.serializer.ElemDesc,5,1,0,6,9,0,5,1,1,1.194444444,85,0.296296296,1,0,0.733333333,0,0,10.6,3,1.6,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.UnsupportedElement,7,2,0,18,35,7,1,18,6,0.666666667,196,1,1,0.9,0.253968254,1,5,26.57142857,5,1.5714,1
xalan,2.7.0,org.apache.xalan.xsltc.trax.SmartTransformerFactoryImpl,21,3,0,4,49,0,0,4,19,0.635714286,529,1,0,0.5,0.220238095,1,2,23.85714286,5,1.1429,1
xalan,2.7.0,org.apache.xpath.functions.FuncPosition,5,3,0,9,17,8,1,8,5,0.875,93,0.5,0,0.904761905,0.4,1,6,17.2,8,2.4,1
xalan,2.7.0,org.apache.xpath.objects.XNodeSetForDOM,7,5,0,5,18,0,1,4,7,0.583333333,116,0,0,0.978417266,0.285714286,3,14,15.28571429,1,0.4286,2
xalan,2.7.0,org.apache.xalan.processor.ProcessorGlobalVariableDecl,3,5,0,6,10,3,1,5,1,1.5,31,0,0,0.990697674,0.583333333,1,2,9,1,0.6667,1
xalan,2.7.0,org.apache.xml.utils.res.XResources_el,2,4,0,5,7,1,0,5,2,2,600,0,0,0.976190476,1,0,0,299,1,0.5,1
xalan,2.7.0,org.apache.xalan.templates.ElemParam,6,4,0,18,22,15,7,11,6,1.1,88,0,0,0.981900452,0.375,3,8,13.33333333,1,0.6667,1
xalan,2.7.0,org.apache.xpath.functions.FuncTrue,3,3,0,4,4,3,0,4,3,1.5,10,0,0,0.95,0.5,1,6,2,1,0.6667,1
xalan,2.7.0,org.apache.xml.dtm.ref.CoroutineParser,8,1,0,1,8,28,0,1,8,2,8,0,0,0,0.28125,0,0,0,1,1,1
xalan,2.7.0,org.apache.xpath.functions.FuncSubstringBefore,2,5,0,5,8,1,0,5,2,2,35,0,0,0.98245614,0.75,1,6,16,1,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ErrorMessages_zh_CN,2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974358974,1,0,0,620.5,1,0.5,1
xalan,2.7.0,org.apache.xpath.functions.FuncSubstring,4,6,0,8,16,6,0,8,3,1.333333333,114,0,0,0.955223881,0.5,2,8,27.25,1,0.75,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.IntType,28,3,0,46,64,374,8,40,26,1,426,0,0,0.564516129,0.181547619,1,3,14.17857143,10,1.6786,1
xalan,2.7.0,org.apache.xalan.transformer.TransformerClient,1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,1
xalan,2.7.0,org.apache.xml.dtm.ref.DTMDefaultBase,93,1,1,16,138,4050,4,13,68,0.928743961,2310,0.777777778,14,0,0.173835125,0,0,23.5483871,15,2.4731,2
xalan,2.7.0,org.apache.xml.utils.DOM2Helper,11,2,0,7,29,53,4,3,11,0.8,125,1,0,0.714285714,0.327272727,1,5,10.27272727,4,1.4545,1
xalan,2.7.0,org.apache.xpath.functions.FuncExtFunctionAvailable,3,4,0,10,16,0,2,8,3,0.75,93,0.5,1,0.96,0.555555556,2,7,29.33333333,1,0.6667,1
xalan,2.7.0,org.apache.xpath.axes.AttributeIterator,3,7,0,4,6,3,1,3,1,1.5,32,0,0,0.985185185,0.555555556,3,5,9.333333333,2,1,1
xalan,2.7.0,org.apache.xml.res.XMLErrorResources_tr,4,3,0,1,15,6,0,1,3,1.333333333,1166,0,0,0.926829268,0.333333333,0,0,271.25,2,1,2
xalan,2.7.0,org.apache.xpath.objects.XNodeSet,33,4,3,46,76,472,27,20,31,0.977678571,611,0,6,0.801470588,0.173611111,3,30,17.3030303,2,1.1515,2
xalan,2.7.0,org.apache.xml.serializer.utils.SerializerMessages_it,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974358974,1,0,0,186,1,0.5,3
xalan,2.7.0,org.apache.xalan.xsltc.compiler.ParentPattern,8,6,0,26,43,0,1,25,8,0.285714286,253,1,2,0.933962264,0.25,4,5,30.375,8,1.75,2
xalan,2.7.0,org.apache.xpath.jaxp.XPathExpressionImpl,14,1,0,10,44,67,1,9,6,0.548076923,384,0.625,2,0,0.261538462,0,0,25.85714286,6,1.1429,2
xalan,2.7.0,org.apache.xml.dtm.DTMException,16,4,1,12,41,12,11,1,15,0.7,390,0,0,0.607142857,0.302083333,1,2,23.125,10,2.0625,1
xalan,2.7.0,org.apache.xalan.templates.AVTPart,6,1,2,7,7,15,3,4,6,1.2,13,0,0,0,0.361111111,0,0,1,1,0.8333,1
