name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
ant,1.4,org.apache.tools.tar.TarInputStream,16,3,0,3,40,84,1,2,16,0.658333333,604,1,2,0.580645161,0.291666667,2,7,36.25,1,0.8125,0
ant,1.4,org.apache.tools.ant.taskdefs.condition.Or,2,3,0,3,7,1,1,3,2,2,23,0,0,0.96969697,1,0,0,10.5,1,0.5,1
ant,1.4,org.apache.tools.ant.taskdefs.condition.And,2,3,0,3,7,1,1,3,2,2,23,0,0,0.96969697,1,0,0,10.5,1,0.5,1
ant,1.4,org.apache.tools.ant.taskdefs.Exit,4,3,0,5,12,0,0,5,4,0.333333333,48,1,0,0.925,0.75,0,0,10.75,1,0.75,2
ant,1.4,org.apache.tools.ant.taskdefs.Javac,50,4,1,24,82,1091,11,14,47,0.959183673,646,1,4,0.614173228,0.214285714,3,3,11.5,7,1.3,1
ant,1.4,org.apache.tools.ant.taskdefs.Delete,19,4,0,10,52,27,0,10,17,0.777777778,699,1,0,0.8125,0.298245614,3,4,35.36842105,16,2.3158,0
ant,1.4,org.apache.tools.ant.taskdefs.DependSet,6,4,0,8,34,0,0,8,6,0.6,493,1,0,0.939759036,0.555555556,1,1,80.5,1,0.8333,2
ant,1.4,org.apache.tools.ant.util.regexp.RegexpMatcherFactory,3,1,0,3,9,3,1,2,2,2,48,0,0,0,0.666666667,0,0,15,1,0.6667,0
ant,1.4,org.apache.tools.ant.NoBannerLogger,4,2,0,3,16,0,0,3,4,0.333333333,59,1,0,0.842105263,0.875,1,1,13.5,5,1.75,0
ant,1.4,org.apache.tools.ant.Project,76,1,0,120,177,2446,114,12,63,0.969462366,1776,0.612903226,3,0,0.118518519,0,0,21.96052632,5,1.3289,0
ant,1.4,org.apache.tools.ant.taskdefs.KeySubst,8,3,0,2,39,10,0,2,8,0.714285714,265,1,0,0.840909091,0.325,1,1,31.625,4,1.25,0
ant,1.4,org.apache.tools.ant.taskdefs.condition.Condition,1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1,1
ant,1.4,org.apache.tools.ant.taskdefs.compilers.Javac13,2,2,0,7,13,1,1,6,2,2,66,1,0,0.958333333,1,0,0,31.5,1,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Taskdef,2,6,0,4,4,1,1,3,1,2,11,0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.SignJar,18,3,0,8,55,119,0,8,15,0.882352941,474,1,0,0.685185185,0.472222222,0,0,24.61111111,13,2,0
ant,1.4,org.apache.tools.ant.util.RegexpPatternMapper,5,1,0,4,20,0,0,4,4,0.333333333,144,1,1,0,0.9,0,0,27.2,5,2.2,0
ant,1.4,org.apache.tools.ant.ProjectHelper,19,1,0,24,81,147,17,8,7,0.861111111,560,1,1,0,0.171296296,0,0,28.15789474,2,1,0
ant,1.4,org.apache.tools.ant.taskdefs.SQLExec,26,3,0,15,108,233,1,15,22,0.902608696,1156,1,2,0.596774194,0.16025641,3,3,42.57692308,7,1.2692,1
ant,1.4,org.apache.tools.ant.taskdefs.compilers.Jikes,2,2,0,9,24,1,1,8,2,2,222,0,0,0.958333333,1,1,1,110,1,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Typedef,2,6,0,3,4,1,0,3,1,2,11,0,0,0.987179487,0.666666667,0,0,4.5,1,0.5,0
ant,1.4,org.apache.tools.ant.taskdefs.Parallel,3,3,0,5,22,0,1,5,3,0,149,1,0,0.948717949,0.666666667,0,0,48.33333333,1,0.6667,0
ant,1.4,org.apache.tools.ant.Target,21,1,0,24,48,116,20,7,18,0.814285714,322,1,1,0,0.253968254,0,0,14,3,1.4762,0
ant,1.4,org.apache.tools.ant.types.ZipScanner,6,2,0,3,11,13,2,1,6,0.8,68,1,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0
ant,1.4,org.apache.tools.ant.taskdefs.ConditionTask,4,3,0,4,12,0,0,4,4,0.5,54,1,0,0.914285714,0.75,0,0,12,1,0.75,1
ant,1.4,org.apache.tools.ant.taskdefs.MatchingTask,14,3,12,20,41,0,13,7,13,0.461538462,174,1,1,0.74,0.392857143,0,0,11.28571429,6,1.5,0
ant,1.4,org.apache.tools.ant.taskdefs.rmic.RmicAdapter,4,1,0,6,4,6,3,4,4,2,4,0,0,0,0.625,0,0,0,1,1,1
ant,1.4,org.apache.tools.ant.taskdefs.UpToDate,10,4,0,14,35,11,1,13,8,0.711111111,216,1,1,0.896551724,0.32,1,1,20.1,10,2.1,1
ant,1.4,org.apache.tools.ant.taskdefs.StreamPumper,2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.666666667,0,0,16.5,2,1,0
ant,1.4,org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,3,1,0,7,15,3,1,6,1,2,112,0,0,0,0.444444444,0,0,36.33333333,1,0.6667,1
ant,1.4,org.apache.tools.ant.types.FilterSetCollection,5,1,0,5,13,0,4,1,5,0,69,1,0,0,0.533333333,0,0,12.6,3,1.2,0
ant,1.4,org.apache.tools.ant.taskdefs.Expand,6,4,0,9,48,5,0,9,5,0.666666667,300,1,0,0.939759036,0.458333333,4,5,48.5,10,2.3333,1
ant,1.4,org.apache.tools.ant.taskdefs.Available,18,3,0,10,49,115,1,9,14,0.836601307,397,1,3,0.685185185,0.333333333,0,0,20.55555556,6,1.8333,0
ant,1.4,org.apache.tools.ant.XmlLogger,11,1,0,11,61,0,0,11,8,0.913333333,517,1,1,0,0.8,0,0,44.63636364,9,2.7273,0
ant,1.4,org.apache.tools.ant.types.FileList,8,3,0,5,29,0,1,4,6,0.428571429,177,1,0,0.833333333,0.3125,1,1,20.875,5,2,0
ant,1.4,org.apache.tools.ant.DemuxOutputStream,7,2,0,2,18,11,1,1,4,0.633333333,118,1,1,0.454545455,0.357142857,1,1,15.14285714,2,1,0
