name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
xerces,1.4.4,org.apache.xml.serialize.HTMLSerializer,18,2,1,7,82,119,2,5,11,0.529411765,1240,0.5,0,0.823529412,0.20855615,1,8,67.77777778,2,0.7778,5
xerces,1.4.4,org.apache.xerces.impl.dtd.models.DFAContentModel,8,1,0,9,49,2,1,8,2,0.766917293,1134,1,5,0,0.514285714,0,0,138.375,25,9.5,3
xerces,1.4.4,org.w3c.dom.traversal.TreeWalker,13,1,0,0,13,78,0,0,13,2,13,0,0,0,0.538461538,0,0,0,1,1,0
xerces,1.4.4,org.apache.wml.dom.WMLSmallElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,2
xerces,1.4.4,org.apache.xerces.impl.msg.ExceptionMessages,3,3,0,0,4,1,0,0,2,0.5,923,0,0,0.974358974,1,0,0,306.3333333,1,0.3333,0
xerces,1.4.4,org.apache.xerces.impl.xs.models.XSAllCM,6,1,0,7,12,0,1,6,6,0.685714286,334,1,1,0,0.388888889,0,0,53.5,10,4.1667,6
xerces,1.4.4,javax.xml.parsers.ParserConfigurationException,2,3,0,0,4,1,0,0,2,2,9,0,0,1,0.75,0,0,3.5,0,0,0
xerces,1.4.4,org.apache.xerces.parsers.XMLDocumentParser,4,3,0,5,8,6,0,5,4,2,29,0,0,1,0.5,0,0,6.25,0,0,3
xerces,1.4.4,org.apache.xerces.xni.XMLString,9,1,1,21,13,6,21,0,9,0.125,141,0,0,0,0.4,0,0,14.33333333,5,1.6667,1
xerces,1.4.4,org.apache.xerces.impl.XMLDocumentScannerImpl,15,3,0,20,50,79,6,19,9,0.988095238,410,1,7,0.779661017,0.205357143,2,14,24.73333333,2,0.9333,18
xerces,1.4.4,org.apache.wml.dom.WMLOptgroupElementImpl,9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,2
xerces,1.4.4,org.apache.xerces.dom3.ls.DOMImplementationLS,3,1,0,3,3,3,0,3,3,1.5,5,0,0,0,0.666666667,0,0,0,1,1,0
xerces,1.4.4,javax.xml.parsers.FactoryConfigurationError,6,3,0,0,11,0,0,0,6,0,52,1,0,0.894736842,0.555555556,1,1,7.5,3,0.6667,0
xerces,1.4.4,org.apache.html.dom.HTMLDListElementImpl,3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.5,0,0,4.666666667,1,0.6667,2
xerces,1.4.4,org.apache.xerces.impl.XMLEntityHandler,2,1,0,6,2,1,5,1,2,2,2,0,0,0,1,0,0,0,1,1,2
xerces,1.4.4,org.apache.html.dom.HTMLHtmlElementImpl,3,4,0,2,7,3,1,2,3,2,19,0,0,0.979166667,0.666666667,0,0,5.333333333,1,0.6667,2
xerces,1.4.4,org.apache.html.dom.HTMLFormControl,0,1,0,8,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1
xerces,1.4.4,org.apache.xerces.impl.dv.xs.YearDatatypeValidator,4,4,0,6,18,6,2,4,2,2,110,0,0,0.971830986,0.392857143,1,10,26.5,1,0.5,1
xerces,1.4.4,org.apache.xerces.impl.dv.xs.XSDatatypeException,5,3,2,2,7,10,2,0,5,2,20,0,0,0.944444444,0.6,0,0,3,1,0.2,1
xerces,1.4.4,org.apache.xml.serialize.ElementState,1,1,0,4,2,0,4,0,1,2,15,0,0,0,1,0,0,3,0,0,2
xerces,1.4.4,org.apache.html.dom.HTMLStyleElementImpl,7,4,0,2,12,21,0,2,7,2,39,0,0,0.94,0.428571429,0,0,4.571428571,1,0.8571,2
xerces,1.4.4,org.w3c.dom.html.HTMLDocument,19,1,0,0,19,171,0,0,19,2,19,0,0,0,0.438596491,0,0,0,1,1,0
xerces,1.4.4,org.apache.xml.serialize.XHTMLSerializer,5,3,0,3,10,10,1,2,5,2,76,0,0,0.985507246,0.55,1,1,14.2,2,0.4,2
xerces,1.4.4,org.apache.xerces.dom3.as.ASNamedObjectMap,8,1,0,3,8,28,2,1,8,2,8,0,0,0,0.46875,0,0,0,1,1,1
xerces,1.4.4,org.apache.xerces.impl.validation.GrammarPool,9,1,2,10,16,0,9,1,9,0.5,86,1,0,0,0.703703704,0,0,8.333333333,2,1.1111,2
xerces,1.4.4,org.apache.xerces.impl.xs.models.XSSimpleCM,6,1,0,7,12,0,1,6,6,0.766666667,246,1,2,0,0.416666667,0,0,39,13,3.5,1
xerces,1.4.4,org.w3c.dom.html.HTMLLIElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,1,0
xerces,1.4.4,org.apache.xerces.dom.LCount,3,1,0,1,7,1,1,0,0,0.5,42,0,0,0,0.5,0,0,11.66666667,2,0.6667,2
xerces,1.4.4,org.apache.xml.serialize.Encodings,3,1,0,3,9,1,1,2,1,1.166666667,183,0.333333333,1,0,0.5,0,0,59,4,1.3333,4
xerces,1.4.4,org.w3c.dom.DOMImplementation,3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.777777778,0,0,0,1,1,0
xerces,1.4.4,org.apache.xerces.util.XMLStringBuffer,11,2,0,7,15,43,6,1,11,0.75,177,0.5,0,0.545454545,0.333333333,1,9,14.90909091,2,0.6364,1
xerces,1.4.4,org.apache.xerces.impl.xpath.regex.RangeToken,18,2,0,6,35,0,6,1,1,0.680672269,2128,0.142857143,1,0.734375,0.361111111,1,7,116.8333333,17,8,5
xerces,1.4.4,org.apache.xerces.dom.DeferredAttrNSImpl,4,4,0,5,18,0,1,5,1,0.666666667,123,0.5,0,0.955223881,0.5,4,9,29.25,9,2.75,2
xerces,1.4.4,org.apache.wml.WMLPostfieldElement,4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,1,1
xerces,1.4.4,org.apache.html.dom.HTMLModElementImpl,5,4,0,2,8,10,0,2,5,2,28,0,0,0.959183673,0.6,0,0,4.6,1,0.8,2
xerces,1.4.4,org.w3c.dom.ranges.DocumentRange,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
xerces,1.4.4,org.apache.xerces.impl.dv.xs.Base64BinaryDatatypeValidator,6,3,0,8,19,15,2,6,3,2,149,0,0,0.851851852,0.416666667,1,3,23.83333333,12,2.5,1
xerces,1.4.4,org.apache.xerces.xni.XMLAttributes,24,1,0,17,24,276,16,1,24,2,24,0,0,0,0.441666667,0,0,0,1,1,1
xerces,1.4.4,org.apache.xerces.parsers.DTDXSParserConfiguration,6,4,0,13,16,13,2,11,4,0.9,82,1,1,0.954545455,0.5,2,2,12.33333333,2,0.5,1
xerces,1.4.4,org.apache.wml.dom.WMLPElementImpl,11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304348,0.545454545,1,6,4.545454545,1,0.9091,2
xerces,1.4.4,org.apache.xml.serialize.OutputFormat,48,1,0,12,63,912,10,2,48,0.907054871,598,1,1,0,0.220238095,0,0,11.0625,12,1.625,5
xerces,1.4.4,org.apache.html.dom.CollectionIndex,4,1,0,1,5,0,1,0,0,0,28,1,0,0,0.625,0,0,5.75,2,1,0
xerces,1.4.4,org.apache.xerces.impl.xs.identity.Selector,5,1,0,8,8,0,4,6,5,0.5,34,1,2,0,0.4,0,0,5.4,1,0.8,7
xerces,1.4.4,org.apache.xerces.impl.XMLDTDScannerImpl,36,2,0,21,124,134,1,20,11,0.851612903,3317,1,9,0.333333333,0.187301587,2,4,90.27777778,2,1.0556,21
xerces,1.4.4,org.w3c.dom.html.HTMLDivElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
xerces,1.4.4,org.apache.xerces.jaxp.SAXParserFactoryImpl,5,2,0,1,14,4,0,1,4,0.25,94,1,0,0.764705882,0.533333333,0,0,17.6,1,0.8,2
xerces,1.4.4,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,2,2,0,9,14,1,1,9,0,2,109,0,0,0.909090909,0.583333333,1,1,53.5,6,3,8
xerces,1.4.4,org.apache.xerces.impl.xs.models.XSCMUniOp,5,2,0,4,12,0,2,2,2,0,55,1,1,0.666666667,0.45,1,2,9.8,2,1,1
xerces,1.4.4,org.xml.sax.helpers.ParserAdapter,30,1,0,0,88,177,0,0,24,0.882032668,887,0.736842105,9,0,0.126666667,0,0,27.93333333,4,1.2333,0
xerces,1.4.4,org.apache.xerces.impl.dtd.models.MixedContentModel,2,1,0,3,4,0,1,2,2,0,288,1,1,0,0.8,0,0,140.5,28,14,1
xerces,1.4.4,org.w3c.dom.html.HTMLHeadingElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
xerces,1.4.4,org.apache.wml.dom.WMLAnchorElementImpl,9,4,0,3,12,36,0,3,9,2,50,0,0,0.911111111,0.555555556,1,6,4.555555556,1,0.8889,2
xerces,1.4.4,org.apache.wml.dom.WMLBrElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818182,0.571428571,1,6,4.571428571,1,0.8571,2
xerces,1.4.4,org.apache.wml.dom.WMLDoElementImpl,15,4,0,3,18,105,0,3,15,2,83,0,0,0.854166667,0.533333333,1,6,4.533333333,1,0.9333,2
xerces,1.4.4,org.apache.wml.WMLCardElement,14,1,0,2,14,91,1,1,14,2,14,0,0,0,0.5,0,0,0,1,1,1
xerces,1.4.4,org.apache.xerces.impl.dv.xs.AbstractNumericValidator,7,3,3,11,22,21,5,6,4,2,217,0,0,0.84375,0.333333333,0,0,30,1,0.7143,1
xerces,1.4.4,org.apache.xerces.xni.parser.XMLDTDFilter,0,1,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
xerces,1.4.4,org.apache.xerces.impl.msg.ExceptionMessagesLocalizer,2,1,0,0,17,1,0,0,2,2,103,0,0,0,0.5,0,0,50,10,5,0
xerces,1.4.4,org.apache.xerces.impl.XMLEntityManager,31,1,0,28,98,301,9,22,24,0.949425287,1373,0.965517241,6,0,0.16969697,0,0,42.35483871,39,2.9032,40
xerces,1.4.4,org.w3c.dom.html.HTMLBaseFontElement,6,1,0,0,6,15,0,0,6,2,6,0,0,0,0.75,0,0,0,1,1,0
xerces,1.4.4,org.apache.xerces.impl.xpath.XPathException,2,3,0,6,4,1,6,0,2,2,9,0,0,1,0.75,0,0,3.5,0,0,1
xerces,1.4.4,org.apache.wml.WMLSmallElement,2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,1,1
xerces,1.4.4,org.apache.wml.dom.WMLTableElementImpl,13,4,0,3,18,78,0,3,13,2,73,0,0,0.872340426,0.403846154,1,6,4.615384615,1,0.9231,2
xerces,1.4.4,org.w3c.dom.html.HTMLHtmlElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
xerces,1.4.4,org.apache.xerces.impl.xs.traversers.XSDHandler,25,1,0,41,137,122,15,37,3,0.863095238,3191,0.642857143,22,0,0.177777778,0,0,124.4,31,7.08,31
xerces,1.4.4,org.w3c.dom.html.HTMLDOMImplementation,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
xerces,1.4.4,org.apache.html.dom.HTMLAreaElementImpl,17,4,0,2,27,136,0,2,17,2,123,0,0,0.854545455,0.317647059,0,0,6.235294118,3,1.1765,2
xerces,1.4.4,org.apache.xerces.impl.dv.dtd.ENTITYDatatypeValidator,10,2,0,9,24,37,2,7,9,0.740740741,123,1,3,0.272727273,0.3,0,0,11,1,0.8,1
xerces,1.4.4,org.w3c.dom.Entity,3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,1,1
xerces,1.4.4,org.apache.xerces.xni.parser.XMLComponentManager,2,1,0,16,2,1,15,1,2,2,2,0,0,0,1,0,0,0,1,1,1
xerces,1.4.4,org.apache.xml.serialize.SerializerFactoryImpl,6,2,0,7,20,9,1,7,3,0,136,1,0,0.545454545,0.433333333,1,2,21.5,5,1.5,2
xerces,1.4.4,org.apache.html.dom.HTMLTableColElementImpl,13,4,0,2,21,78,0,2,13,2,103,0,0,0.886792453,0.403846154,0,0,6.923076923,3,1.2308,2
xerces,1.4.4,org.apache.wml.WMLNoopElement,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
xerces,1.4.4,org.apache.xerces.impl.dtd.XMLSimpleType,4,1,0,6,6,0,5,1,4,0.964912281,142,0,1,0,0.357142857,0,0,29.75,3,1.75,1
xerces,1.4.4,org.apache.xerces.impl.dv.dtd.DatatypeValidatorFactoryImpl,9,1,0,13,38,10,2,11,5,0.767857143,309,0.571428571,0,0,0.285714286,0,0,32.55555556,2,1.1111,0
xerces,1.4.4,org.apache.xerces.impl.xs.identity.IdentityConstraint,12,1,2,21,20,42,21,2,10,0.939393939,190,0.666666667,2,0,0.214285714,1,1,14.08333333,7,1.75,5
xerces,1.4.4,org.apache.html.dom.HTMLIsIndexElementImpl,3,4,0,2,6,3,0,2,3,2,17,0,0,0.979166667,0.666666667,0,0,4.666666667,1,0.6667,2
xerces,1.4.4,org.apache.xerces.impl.dv.xs.DoubleDatatypeValidator,20,4,0,11,41,152,2,9,3,2,458,0,0,0.64,0.213636364,2,11,21.9,5,1.3,1
xerces,1.4.4,org.apache.wml.WMLElement,4,1,0,36,4,6,36,0,4,2,4,0,0,0,0.75,0,0,0,1,1,1
